Source IP,Destination IP,Source Port,Destination Port,Timestamp,Protocol,Packet Size,Flags,Severity Level
84.36.216.60,93.247.0.170,36101,16916,1/15/2024 7:18,ICMP,531,qB382,Malicious
121.75.163.245,150.179.140.41,12616,50815,1/19/2024 11:07,ICMP,905,NV448,Normal
145.28.3.155,223.133.130.67,62929,1946,1/16/2024 19:30,ICMP,233,RN249,Normal
167.167.249.21,168.129.184.244,21831,19026,1/21/2024 15:32,ICMP,230,fD697,Malicious
95.221.252.208,195.60.232.205,38029,6344,1/13/2024 16:05,ICMP,195,OC651,Malicious
182.78.32.26,67.131.178.22,38427,20511,1/7/2024 21:04,UDP,1153,Zx108,Malicious
153.233.186.196,37.84.192.73,63533,48299,1/13/2024 22:38,TCP,1255,ov456,Malicious
207.169.46.155,121.182.58.245,34442,57211,1/17/2024 17:36,UDP,683,Mq614,Suspicious
157.145.149.108,102.195.73.31,46505,13410,1/5/2024 16:58,UDP,412,Sz802,Normal
135.74.203.133,213.28.212.222,19071,39620,1/17/2024 6:47,TCP,453,jZ379,Suspicious
207.252.90.160,87.184.223.35,57582,36513,1/9/2024 10:22,TCP,861,cx987,Malicious
94.100.31.58,45.127.21.110,20957,42341,1/1/2024 18:14,TCP,1390,KA784,Malicious
85.138.58.139,130.208.119.208,11683,60459,1/14/2024 19:56,ICMP,118,Nr443,Suspicious
155.216.147.56,161.200.137.3,57628,19607,1/19/2024 19:37,UDP,229,pY784,Normal
77.221.19.182,135.113.184.172,10029,13763,1/21/2024 5:51,ICMP,277,Wd111,Normal
220.82.70.139,57.205.55.5,45615,7281,1/21/2024 22:39,ICMP,1319,rn815,Normal
220.117.169.189,121.20.133.91,54006,32784,1/13/2024 4:19,TCP,1362,Rw774,Normal
80.225.118.196,18.63.133.155,64102,11748,1/3/2024 4:05,TCP,304,CT340,Suspicious
179.139.15.200,208.60.88.26,61112,30475,1/7/2024 1:26,TCP,1211,xO799,Normal
116.251.12.157,173.154.53.186,6041,39678,1/24/2024 7:10,ICMP,252,jb617,Malicious
43.148.121.101,69.183.118.33,52948,38805,1/8/2024 8:34,UDP,586,dd034,Suspicious
185.249.0.139,3.98.116.172,57557,33943,1/18/2024 22:22,TCP,781,vr794,Malicious
67.183.200.103,129.97.151.154,18972,64751,1/12/2024 1:53,ICMP,270,QH339,Malicious
7.60.123.98,52.92.123.97,37244,9836,1/2/2024 22:17,UDP,769,OZ322,Malicious
68.255.239.17,160.52.17.186,46388,2005,1/10/2024 20:46,TCP,274,wH021,Malicious
175.163.187.121,60.169.155.245,6814,51237,1/2/2024 22:56,TCP,410,Dq817,Normal
68.181.81.3,108.236.94.165,33110,46148,1/23/2024 15:05,UDP,1147,wq443,Suspicious
136.99.87.131,138.215.173.177,29884,35398,1/7/2024 12:55,UDP,484,HA491,Malicious
74.99.125.234,217.127.226.196,40133,13005,1/16/2024 18:42,ICMP,204,dM120,Normal
123.40.136.64,68.156.150.44,1619,6186,1/23/2024 21:01,ICMP,1051,Zj689,Normal
222.218.253.230,40.183.34.164,43732,28338,1/13/2024 23:38,UDP,1456,bz104,Malicious
46.57.38.216,10.184.164.130,57331,24294,1/8/2024 5:29,UDP,1270,AP154,Suspicious
50.1.190.34,118.152.93.96,64849,1659,1/14/2024 21:51,TCP,1102,BP030,Malicious
30.109.199.251,32.171.175.71,18191,8685,1/7/2024 6:05,TCP,117,vW188,Normal
206.96.182.178,184.65.184.22,26570,8427,1/23/2024 23:20,TCP,928,RU955,Suspicious
56.58.231.111,47.222.69.85,50166,25129,1/23/2024 18:04,TCP,544,DA731,Malicious
19.73.157.94,66.148.6.108,38599,53875,1/11/2024 23:30,TCP,343,QW539,Normal
194.5.218.227,43.111.131.36,730,61363,1/9/2024 4:23,ICMP,739,bt944,Malicious
7.240.21.167,69.204.179.16,26647,12637,1/11/2024 20:38,ICMP,1210,fc011,Suspicious
106.88.176.216,197.240.254.39,39940,9207,1/9/2024 9:45,ICMP,1264,NR797,Normal
18.14.227.211,165.137.163.74,54307,18151,1/17/2024 10:32,ICMP,1072,pF023,Suspicious
217.121.5.242,112.77.99.24,61524,55988,1/12/2024 4:57,TCP,1381,je331,Suspicious
109.49.231.95,104.161.223.74,57518,20184,1/2/2024 21:51,ICMP,565,Ly486,Malicious
116.215.35.80,44.136.107.104,34387,38127,1/9/2024 2:37,ICMP,556,MF861,Malicious
49.83.174.137,171.55.196.230,58183,12734,1/6/2024 18:56,ICMP,419,sL614,Suspicious
110.99.193.112,145.210.48.25,41423,45096,1/3/2024 11:51,UDP,1031,vA580,Suspicious
87.167.233.79,160.236.58.69,18700,53161,1/18/2024 19:52,UDP,1185,Dt108,Suspicious
145.58.227.172,58.19.51.93,44288,43638,1/2/2024 4:02,UDP,1456,nB006,Malicious
53.55.126.171,170.186.213.252,16917,62039,1/22/2024 12:44,UDP,600,NV529,Malicious
105.138.134.110,1.183.34.37,51901,65353,1/5/2024 23:45,UDP,562,gj417,Malicious
94.239.244.112,45.230.243.4,35086,17573,1/3/2024 16:01,TCP,341,LW891,Malicious
165.142.9.0,214.8.169.252,33567,36718,1/22/2024 10:46,ICMP,901,fn841,Normal
208.119.240.152,131.140.137.179,231,1802,1/14/2024 12:43,UDP,314,xk351,Suspicious
139.104.63.79,26.28.194.82,53142,25824,1/14/2024 16:21,TCP,1188,Jx618,Malicious
122.141.154.244,208.3.229.22,61468,45765,1/6/2024 17:47,TCP,193,Lo210,Malicious
154.117.235.222,212.149.67.137,42444,8283,1/10/2024 15:49,TCP,911,ob774,Suspicious
222.39.57.176,150.173.183.22,54683,35622,1/4/2024 17:08,ICMP,258,EQ412,Suspicious
53.109.252.205,39.21.179.124,62387,32991,1/9/2024 17:31,UDP,503,KI510,Normal
74.252.174.186,117.221.104.34,38106,36510,1/17/2024 3:49,UDP,1388,mO181,Suspicious
9.176.16.216,190.19.101.102,38679,28890,1/18/2024 4:17,TCP,839,Ms795,Normal
98.64.172.228,64.235.152.75,25224,24075,1/5/2024 18:57,UDP,1498,Xf936,Suspicious
9.27.4.121,222.195.43.237,29097,30227,1/18/2024 7:11,UDP,314,mD024,Suspicious
152.103.120.162,84.223.36.175,21677,52184,1/1/2024 14:26,TCP,1078,ps296,Suspicious
186.151.18.83,190.152.174.181,63512,55859,1/2/2024 22:54,TCP,1191,hW550,Normal
48.99.230.43,119.219.245.160,9099,32987,1/23/2024 13:09,ICMP,827,Mx591,Normal
16.50.23.232,95.103.55.231,65337,46348,1/3/2024 19:41,TCP,1429,Tb913,Malicious
7.20.118.111,58.149.101.164,3626,32114,1/4/2024 21:02,TCP,475,UU156,Suspicious
216.187.180.227,27.91.28.192,33361,11323,1/23/2024 15:42,UDP,1118,PD317,Malicious
202.158.48.85,171.84.50.101,38489,45744,1/5/2024 5:10,UDP,822,iz103,Suspicious
109.168.217.190,216.198.248.244,57750,59054,1/10/2024 0:16,TCP,300,vg198,Malicious
188.223.116.145,155.220.198.181,18288,65484,1/24/2024 14:50,ICMP,483,MQ500,Suspicious
9.37.225.71,197.133.82.43,21483,9456,1/20/2024 7:52,UDP,1451,Qu704,Malicious
57.123.126.50,221.220.69.58,47227,30867,1/12/2024 8:54,ICMP,1469,CK890,Malicious
159.159.141.232,66.135.121.103,20567,50445,1/15/2024 8:12,ICMP,489,Db883,Normal
38.199.237.43,191.1.89.183,54942,28488,1/16/2024 6:48,ICMP,1481,Ep621,Malicious
112.226.216.203,179.237.94.182,62851,1998,1/2/2024 1:49,UDP,228,wA932,Malicious
202.122.222.131,146.224.78.182,62788,51398,1/22/2024 20:17,ICMP,578,Zp162,Malicious
129.242.5.233,107.193.75.246,24463,58033,1/16/2024 16:45,ICMP,384,yy407,Suspicious
42.227.89.133,150.28.67.175,29766,52599,1/8/2024 8:12,ICMP,1103,uD329,Malicious
81.150.168.255,55.19.106.163,56612,49001,1/21/2024 9:00,UDP,410,IJ161,Malicious
138.128.4.65,117.164.166.212,11538,51835,1/6/2024 6:41,UDP,1365,SW455,Malicious
164.242.205.100,165.63.152.148,31229,37510,1/19/2024 22:06,TCP,805,Sk491,Malicious
106.36.40.162,169.146.138.9,44357,8347,1/25/2024 0:10,ICMP,1155,aC540,Suspicious
31.245.117.111,210.36.239.47,53761,3874,1/5/2024 16:18,ICMP,1468,jF249,Normal
174.187.224.64,8.139.244.163,21366,41516,1/13/2024 10:05,TCP,706,BX854,Normal
53.107.185.126,64.52.26.122,31450,63983,1/14/2024 13:57,TCP,1154,MQ623,Suspicious
188.4.140.52,179.239.115.210,5942,51103,1/15/2024 21:51,UDP,1216,Ir200,Normal
217.109.233.220,113.179.60.23,38360,45764,1/5/2024 23:06,TCP,1038,QV663,Normal
209.94.15.96,215.114.134.159,38883,16754,1/19/2024 7:13,TCP,696,Ba566,Malicious
55.148.34.214,189.214.144.152,23145,34079,1/1/2024 7:30,ICMP,83,il710,Malicious
183.5.21.232,64.90.14.231,17923,24211,1/16/2024 7:33,UDP,650,mL601,Malicious
106.144.125.252,186.102.71.46,13424,26838,1/23/2024 16:51,TCP,405,hk159,Malicious
60.223.147.194,88.40.154.137,43456,47113,1/23/2024 21:04,TCP,589,QH141,Normal
191.211.37.246,173.98.200.111,8300,4687,1/13/2024 9:03,TCP,1182,SK451,Suspicious
25.113.175.235,165.230.19.190,60661,49520,1/6/2024 1:18,ICMP,886,Xw765,Malicious
126.4.213.168,220.83.196.239,15503,27764,1/3/2024 11:57,TCP,399,Zv065,Malicious
163.168.184.207,29.201.165.197,17602,44870,1/11/2024 7:30,UDP,1141,lx408,Malicious
12.210.87.135,215.61.156.210,3108,27654,1/8/2024 11:23,ICMP,311,Oy022,Normal
27.4.42.138,23.21.88.53,6516,52867,1/16/2024 20:53,UDP,305,im278,Malicious
136.14.227.78,87.123.224.24,43615,10709,1/1/2024 21:15,UDP,1184,NT261,Normal
118.77.200.34,223.196.142.195,51871,37540,1/7/2024 21:15,ICMP,931,aL806,Suspicious
54.225.6.238,14.63.250.205,60091,5623,1/10/2024 7:30,TCP,1203,OT391,Normal
189.164.106.45,82.110.208.180,20081,20480,1/2/2024 13:09,ICMP,1065,LO540,Normal
198.105.218.144,62.153.51.219,38835,55508,1/9/2024 9:51,ICMP,408,XG169,Normal
22.115.186.89,183.36.191.163,54493,43737,1/12/2024 0:24,UDP,946,VX024,Suspicious
14.156.46.89,5.71.157.141,21378,8653,1/15/2024 4:34,ICMP,1492,BF666,Normal
204.114.178.12,75.222.96.173,59636,27631,1/18/2024 0:54,UDP,816,AV676,Suspicious
62.162.52.104,140.108.48.215,18249,50939,1/16/2024 20:33,UDP,876,Rl125,Suspicious
5.187.189.106,196.164.88.47,37883,62040,1/8/2024 22:30,ICMP,662,RG271,Malicious
124.210.216.184,219.193.111.143,52753,32490,1/3/2024 22:10,TCP,1453,Zc839,Normal
123.242.246.17,147.190.65.100,14226,365,1/10/2024 14:54,UDP,424,Ts303,Suspicious
206.28.118.250,31.232.232.213,49796,24686,1/19/2024 20:16,ICMP,186,qS532,Normal
145.67.227.88,152.134.128.191,8134,10490,1/18/2024 6:07,UDP,645,ej294,Malicious
76.20.28.28,133.28.144.21,24386,57377,1/4/2024 1:20,ICMP,529,Zv369,Normal
87.147.147.133,157.39.203.20,46734,38189,1/5/2024 3:44,TCP,789,zA241,Suspicious
118.15.208.0,36.229.144.218,28822,26918,1/19/2024 3:20,UDP,100,Ie418,Normal
185.27.42.195,176.164.128.191,6223,12151,1/19/2024 0:02,TCP,889,eh830,Malicious
203.162.78.190,38.181.225.186,41985,32181,1/17/2024 5:16,UDP,1201,EN393,Normal
48.186.59.165,123.108.175.127,51941,61171,1/11/2024 0:03,UDP,786,jc715,Malicious
171.84.85.243,198.37.238.193,31893,53729,1/12/2024 23:17,UDP,521,WD273,Malicious
194.112.9.89,130.66.95.60,41834,20534,1/16/2024 0:47,TCP,1399,vo357,Malicious
143.8.137.120,211.228.12.46,25927,59602,1/18/2024 22:48,TCP,162,sD615,Normal
25.32.8.3,171.6.76.220,62438,26531,1/1/2024 13:17,TCP,1231,TX581,Normal
141.139.173.14,218.210.133.201,9751,53221,1/20/2024 17:26,ICMP,150,aN277,Malicious
102.153.230.187,222.172.151.127,62950,46616,1/16/2024 23:38,UDP,1440,ec897,Normal
24.78.73.70,115.154.229.96,18559,24268,1/6/2024 0:54,UDP,957,nH303,Normal
4.112.130.99,64.162.236.249,60202,28225,1/1/2024 1:51,TCP,177,jg391,Suspicious
9.14.199.147,96.52.50.74,35854,45203,1/19/2024 22:03,UDP,220,Gr842,Normal
25.72.247.75,19.186.226.143,22137,64210,1/15/2024 17:03,ICMP,519,SF321,Normal
14.85.179.254,11.18.221.171,2796,52817,1/10/2024 19:14,ICMP,1342,bt890,Malicious
20.74.133.26,28.222.155.105,52700,7107,1/1/2024 18:07,UDP,324,HK962,Normal
16.7.218.128,40.6.41.8,53382,50665,1/18/2024 3:27,UDP,1401,Wg683,Normal
121.200.49.252,44.158.33.23,44127,28503,1/22/2024 11:51,ICMP,1203,oc718,Normal
11.135.68.0,153.25.137.118,27765,35077,1/4/2024 15:55,ICMP,975,Nx253,Normal
33.82.231.111,68.16.134.232,34302,13279,1/1/2024 13:53,UDP,1244,Ed462,Normal
6.127.86.158,51.53.103.134,17591,2674,1/1/2024 23:51,ICMP,1172,Zh473,Normal
220.138.222.20,194.60.156.189,22228,43376,1/22/2024 8:26,TCP,792,Ah013,Normal
188.135.4.214,104.192.213.214,16794,43750,1/24/2024 18:39,TCP,76,ag495,Malicious
14.183.174.165,200.210.210.206,46727,47858,1/1/2024 13:34,ICMP,600,Jw897,Normal
16.102.34.105,89.20.131.5,52660,6162,1/4/2024 17:31,TCP,164,iO237,Normal
83.85.0.240,212.232.12.224,44358,43261,1/4/2024 16:48,UDP,176,NF295,Malicious
62.175.253.65,101.196.245.120,6210,36124,1/12/2024 18:58,TCP,940,QJ864,Malicious
193.150.13.66,156.23.85.128,16895,64865,1/19/2024 17:57,UDP,911,tC552,Suspicious
57.10.29.218,39.7.154.15,10024,39779,1/21/2024 5:06,ICMP,683,Fc032,Suspicious
139.215.119.59,202.236.150.150,41271,3697,1/13/2024 22:41,TCP,222,vQ155,Malicious
155.242.114.208,146.95.72.186,2439,2606,1/17/2024 19:33,ICMP,604,Jo776,Suspicious
118.66.42.254,149.172.43.163,44465,26922,1/15/2024 22:25,TCP,1061,Uu533,Suspicious
66.3.23.93,42.88.80.81,19737,37674,1/20/2024 0:58,ICMP,1499,wi220,Malicious
76.173.86.173,192.209.29.81,34792,22036,1/8/2024 10:48,UDP,1147,cy961,Suspicious
32.90.89.43,138.53.95.87,30734,51867,1/17/2024 17:18,TCP,1185,ni121,Malicious
39.5.110.14,4.131.226.76,54067,52792,1/6/2024 10:20,ICMP,81,EY445,Suspicious
30.126.50.77,99.4.176.215,61185,7605,1/5/2024 15:32,ICMP,897,Oa018,Suspicious
138.177.79.139,134.78.45.34,33620,21728,1/12/2024 20:28,UDP,508,dv677,Malicious
190.114.215.23,147.147.214.252,26050,45894,1/16/2024 7:38,ICMP,724,Fp636,Suspicious
35.6.139.213,130.177.217.27,36137,63430,1/15/2024 17:17,ICMP,484,QO275,Suspicious
50.176.99.242,54.245.138.52,59489,4410,1/4/2024 12:47,ICMP,797,OT250,Normal
219.192.37.233,204.255.168.158,39295,15702,1/14/2024 10:29,ICMP,429,kT113,Normal
10.255.157.21,64.213.3.192,58499,3206,1/16/2024 22:25,ICMP,1303,Uu861,Suspicious
73.205.229.224,4.9.73.158,43358,48492,1/8/2024 5:24,TCP,1334,qH535,Malicious
126.203.58.212,132.57.45.160,42101,53765,1/3/2024 17:36,ICMP,1134,Pu023,Normal
108.7.70.122,112.74.159.229,1089,45808,1/11/2024 8:33,UDP,1217,FR028,Malicious
53.82.50.218,38.201.137.23,37358,41683,1/21/2024 20:44,UDP,989,KP047,Suspicious
124.205.29.31,2.136.66.244,50222,55228,1/11/2024 4:48,ICMP,733,BH516,Suspicious
148.126.38.8,61.91.202.216,23308,9124,1/5/2024 11:36,ICMP,118,Rv371,Suspicious
93.202.133.4,177.45.44.38,13398,26037,1/1/2024 17:06,UDP,1097,DZ316,Suspicious
13.106.221.193,140.110.108.149,10333,33311,1/14/2024 17:38,TCP,1286,Nd973,Suspicious
27.116.15.76,17.229.27.118,31659,44652,1/22/2024 15:19,TCP,222,PY046,Malicious
140.93.74.87,157.118.194.79,63613,39042,1/7/2024 11:34,ICMP,1119,ES077,Suspicious
214.73.218.41,119.155.24.101,28263,57274,1/16/2024 3:20,UDP,80,Mi326,Normal
82.142.210.215,83.98.26.177,55105,29626,1/15/2024 12:45,UDP,218,mo113,Suspicious
4.115.184.223,118.33.75.210,10136,42613,1/19/2024 2:33,TCP,813,qB060,Malicious
62.163.109.159,109.244.132.117,43985,18616,1/18/2024 21:35,UDP,850,wV473,Normal
221.56.0.168,131.123.249.65,51276,26946,1/5/2024 5:16,UDP,564,oZ656,Suspicious
119.220.147.31,106.113.120.129,62392,9798,1/6/2024 7:05,ICMP,739,VO396,Suspicious
193.244.158.251,171.153.77.62,58352,16027,1/6/2024 23:45,TCP,1256,Av619,Suspicious
59.230.195.29,16.104.254.220,9072,2401,1/11/2024 2:22,UDP,783,nr198,Suspicious
166.246.167.171,54.209.113.189,58953,6687,1/5/2024 18:27,ICMP,935,CP359,Suspicious
34.106.84.167,141.215.70.107,1404,17075,1/17/2024 22:37,UDP,870,Zw102,Malicious
48.251.228.87,22.1.150.29,61809,14855,1/15/2024 18:58,ICMP,729,nE528,Normal
1.212.127.162,42.57.159.177,23626,4767,1/11/2024 7:32,ICMP,945,iR960,Suspicious
132.249.170.220,146.170.189.103,46594,48385,1/2/2024 17:03,ICMP,719,Wo734,Malicious
203.14.190.99,156.218.151.206,50123,36857,1/9/2024 18:01,ICMP,943,JM241,Suspicious
184.93.166.250,144.1.184.211,307,24866,1/14/2024 5:02,UDP,250,Bq008,Malicious
76.205.174.251,66.161.39.197,49028,1454,1/14/2024 18:54,UDP,1262,oa376,Normal
52.21.59.61,18.235.232.203,44832,37851,1/4/2024 3:08,ICMP,442,nB116,Suspicious
35.171.26.161,174.177.139.99,5298,1353,1/12/2024 20:43,TCP,1262,uy810,Malicious
178.207.211.120,222.38.84.202,8499,47194,1/11/2024 9:23,ICMP,233,ti704,Suspicious
211.71.92.125,223.191.233.154,39222,23987,1/1/2024 22:31,TCP,346,Ri742,Malicious
130.114.201.192,191.52.156.53,6314,47446,1/24/2024 3:46,UDP,232,mj362,Malicious
72.95.60.202,169.8.4.88,60388,2936,1/13/2024 23:08,ICMP,469,fB659,Malicious
167.104.134.183,68.44.51.178,23872,50649,1/2/2024 13:22,TCP,867,vG695,Malicious
91.239.141.91,61.156.145.39,13921,32609,1/20/2024 12:11,UDP,1499,UO193,Normal
217.202.187.154,54.73.124.194,4519,55896,1/2/2024 18:57,TCP,1292,qh606,Malicious
52.210.98.29,102.210.179.63,17912,37084,1/12/2024 8:45,TCP,758,Wf633,Normal
2.63.49.55,155.139.67.110,24815,39791,1/24/2024 23:43,UDP,1239,Wf947,Suspicious
88.145.115.236,202.206.143.62,48719,26823,1/19/2024 3:14,UDP,1159,eF538,Malicious
195.188.216.53,22.170.109.93,39514,13791,1/5/2024 10:57,UDP,88,Pg754,Normal
76.16.71.145,85.124.226.98,51684,30619,1/6/2024 7:54,ICMP,447,fP187,Malicious
89.227.0.165,182.217.251.97,15593,37743,1/21/2024 7:12,ICMP,240,WC812,Normal
6.119.239.147,50.41.126.124,54472,54671,1/2/2024 5:59,TCP,1355,nY871,Normal
72.236.230.190,48.77.170.172,52592,123,1/21/2024 16:21,TCP,1356,ko875,Suspicious
206.116.211.202,143.166.177.42,28831,36460,1/8/2024 1:43,TCP,347,Cg063,Normal
185.96.144.253,150.61.123.103,48292,62354,1/4/2024 13:09,UDP,1415,XP216,Suspicious
65.62.124.222,75.147.132.163,469,21673,1/17/2024 17:34,TCP,538,QP407,Normal
32.52.237.123,25.199.194.136,41487,24804,1/15/2024 2:08,ICMP,165,xT108,Malicious
8.6.157.238,201.9.94.67,40966,64903,1/7/2024 0:56,TCP,218,Zw469,Normal
82.18.123.216,28.188.37.105,22675,50423,1/4/2024 10:07,TCP,140,rO214,Malicious
91.83.48.116,163.86.54.49,17287,60655,1/21/2024 3:38,TCP,432,JY367,Suspicious
208.18.85.176,157.79.222.179,12959,11560,1/14/2024 6:17,ICMP,1021,hw252,Suspicious
165.101.249.243,107.178.249.173,46528,9296,1/4/2024 9:29,UDP,221,wJ963,Normal
189.169.51.233,166.206.127.21,39678,43486,1/16/2024 11:45,TCP,880,Fs340,Suspicious
17.148.32.224,206.203.165.11,10273,33273,1/24/2024 18:10,UDP,356,ko775,Normal
222.107.161.220,21.153.180.24,3604,34277,1/1/2024 4:43,TCP,372,DN093,Malicious
95.16.41.148,221.215.38.20,56210,46172,1/6/2024 0:14,ICMP,223,fO556,Normal
156.136.135.228,8.34.99.72,42815,24364,1/16/2024 1:33,ICMP,169,ai802,Suspicious
167.97.242.71,128.59.174.120,8402,62128,1/20/2024 12:34,UDP,1156,zv255,Malicious
182.29.70.133,168.93.113.82,21061,30761,1/15/2024 22:42,UDP,262,zH508,Malicious
213.33.97.143,56.66.204.72,13731,45310,1/5/2024 11:50,ICMP,164,oE770,Malicious
82.51.19.103,36.82.68.108,31290,32845,1/22/2024 22:20,UDP,863,Qp813,Normal
144.36.192.12,1.172.230.26,2865,18413,1/20/2024 3:25,ICMP,1421,TY551,Normal
57.50.151.186,143.135.254.106,53898,39264,1/19/2024 12:54,TCP,92,KK716,Malicious
125.122.195.28,10.95.61.50,56017,57666,1/21/2024 12:56,UDP,886,mi712,Malicious
183.82.14.112,194.83.210.41,34046,47881,1/2/2024 11:56,TCP,1229,Gr722,Malicious
39.235.173.23,194.100.124.226,18049,5717,1/24/2024 8:28,ICMP,839,ZJ689,Malicious
9.223.127.94,115.117.187.34,44301,40414,1/19/2024 1:37,UDP,174,bZ852,Normal
4.48.108.75,85.207.121.108,38484,61787,1/8/2024 17:59,TCP,571,Hi090,Suspicious
171.248.126.141,182.197.102.173,24156,46397,1/20/2024 10:58,TCP,1259,gI670,Malicious
163.58.16.34,54.90.79.92,37033,11786,1/4/2024 18:08,TCP,310,Dp108,Suspicious
169.169.154.208,48.90.111.105,6962,11800,1/11/2024 17:13,ICMP,858,Vx864,Suspicious
25.61.224.5,168.217.55.200,34021,16157,1/20/2024 23:43,TCP,419,Ev660,Suspicious
160.27.58.228,108.64.180.127,44652,10896,1/16/2024 15:03,TCP,401,Lh770,Normal
90.217.238.40,215.3.221.140,46704,30298,1/15/2024 21:47,ICMP,1172,Mt335,Malicious
111.139.239.22,198.193.10.65,52489,37018,1/19/2024 12:04,UDP,1253,dt180,Normal
172.21.68.182,84.99.145.124,44450,42949,1/22/2024 0:34,ICMP,579,Bn374,Normal
172.82.187.136,147.62.110.218,64306,50619,1/17/2024 2:45,ICMP,1370,ez618,Malicious
22.42.87.221,199.60.117.13,23604,22897,1/8/2024 14:39,ICMP,188,Ij605,Malicious
151.177.85.93,81.226.103.162,7,6931,1/23/2024 8:32,UDP,903,gL497,Malicious
125.198.10.133,154.203.255.192,10597,36929,1/14/2024 17:18,TCP,727,ns517,Normal
169.35.248.180,163.216.168.194,30721,20531,1/7/2024 6:38,UDP,1356,jd099,Suspicious
1.57.164.154,100.250.221.80,14108,1736,1/22/2024 7:26,ICMP,1030,Uy947,Suspicious
144.118.28.162,7.66.233.51,7417,20410,1/17/2024 15:07,ICMP,1105,IJ932,Malicious
21.100.14.214,81.224.208.161,34251,10027,1/11/2024 2:34,ICMP,345,LQ691,Suspicious
140.73.217.100,198.91.177.89,33057,32687,1/18/2024 23:04,UDP,693,Gr349,Normal
105.174.127.71,13.184.121.21,19315,27043,1/24/2024 8:06,UDP,1396,uc000,Normal
199.40.65.195,37.149.28.133,47763,27512,1/11/2024 11:10,TCP,745,oc767,Suspicious
122.32.184.251,198.143.127.248,30631,48071,1/6/2024 5:13,UDP,672,oN411,Suspicious
103.163.228.51,38.212.25.38,54684,28853,1/20/2024 14:22,ICMP,515,ZW556,Malicious
61.248.71.206,142.215.73.221,40012,24219,1/13/2024 19:57,TCP,972,tV723,Malicious
4.64.112.21,174.48.169.123,16791,48567,1/16/2024 3:01,ICMP,831,MV771,Normal
125.117.15.222,26.105.183.5,18722,4329,1/7/2024 14:12,UDP,1226,Kx731,Malicious
63.28.8.71,31.35.142.125,14684,61452,1/23/2024 13:26,ICMP,858,Ws936,Malicious
111.161.171.168,129.187.248.178,11775,21280,1/12/2024 6:05,UDP,349,WE333,Suspicious
183.252.97.153,34.241.60.77,48270,56797,1/8/2024 9:06,TCP,505,Qt659,Suspicious
87.215.225.187,122.172.45.128,46986,59121,1/11/2024 0:51,TCP,326,Ry919,Normal
18.97.170.198,157.97.44.13,25992,49176,1/18/2024 22:11,ICMP,829,Tr120,Suspicious
43.203.45.140,89.248.155.20,9853,7885,1/12/2024 20:51,TCP,1032,AE778,Normal
112.77.195.175,105.197.225.15,15238,57765,1/9/2024 7:05,TCP,585,Ls788,Suspicious
114.218.41.164,36.143.107.3,10040,40056,1/13/2024 5:58,UDP,685,mG380,Normal
154.86.54.80,209.110.27.191,5158,24505,1/11/2024 14:13,ICMP,592,vS411,Normal
188.225.145.216,17.92.248.107,40082,33253,1/11/2024 5:42,UDP,359,ja626,Normal
44.103.227.240,32.51.15.43,44422,61651,1/11/2024 16:36,UDP,228,fC685,Malicious
163.190.211.96,80.19.35.81,29073,22115,1/9/2024 14:21,ICMP,925,hB765,Suspicious
35.119.170.224,37.176.79.32,30588,7463,1/10/2024 0:20,UDP,506,Sd435,Normal
9.255.232.152,160.104.119.76,62026,9,1/7/2024 13:20,TCP,1121,nE928,Malicious
69.113.63.176,70.148.193.140,38483,32224,1/14/2024 0:16,TCP,1376,Rz835,Normal
85.8.80.239,152.61.252.41,42747,25904,1/24/2024 0:35,UDP,1238,Qp806,Suspicious
80.4.170.11,85.160.67.7,31703,10450,1/5/2024 4:04,TCP,1110,rI296,Malicious
59.236.49.174,209.205.120.32,1066,6057,1/1/2024 2:10,ICMP,1408,dK798,Normal
77.43.245.139,104.62.131.214,35156,5006,1/19/2024 2:59,UDP,1482,Xg161,Normal
95.198.40.103,154.92.15.116,50060,30383,1/10/2024 6:00,TCP,1435,Vm392,Malicious
193.137.56.218,18.171.86.100,60066,11835,1/15/2024 17:02,ICMP,629,sT692,Normal
101.187.33.13,169.165.215.2,13935,29243,1/8/2024 3:11,TCP,1477,VC665,Malicious
59.30.37.48,173.65.229.230,27188,28455,1/11/2024 7:59,TCP,659,Uy413,Suspicious
5.98.168.254,23.98.33.144,40658,9576,1/18/2024 10:54,TCP,998,pD173,Malicious
66.158.146.156,35.14.82.26,62293,56775,1/15/2024 9:51,TCP,359,FF214,Normal
52.73.81.70,12.47.96.164,36600,46882,1/2/2024 15:28,TCP,928,Zw934,Suspicious
153.120.88.236,171.247.234.192,17048,4388,1/17/2024 4:33,UDP,297,Pv389,Normal
18.202.131.109,48.194.105.97,22184,19855,1/21/2024 20:41,UDP,446,QP904,Suspicious
45.255.215.209,131.123.128.54,56479,12360,1/22/2024 2:12,ICMP,94,QZ191,Suspicious
6.100.60.242,102.8.95.184,58992,42784,1/24/2024 8:32,TCP,1146,KY004,Normal
53.49.146.121,204.97.61.21,13591,17475,1/1/2024 12:22,ICMP,797,Bh722,Malicious
42.151.140.105,175.159.200.237,64957,17356,1/14/2024 20:21,ICMP,154,RK679,Suspicious
93.126.242.183,58.171.111.138,7238,61436,1/3/2024 3:21,UDP,283,Vd208,Suspicious
