"subregion","region","pop","income","ipaddr","ufo2010","infections"
"scott","tennessee",22173,29454,11632,0,22
"scott","virginia",22781,35846,20165,0,10
"scotts bluff","nebraska",36964,40939,37710,3,33
"screven","georgia",14202,31963,7800,1,27
"scurry","texas",17126,46380,6094,0,7
"searcy","arkansas",8007,29384,3694,1,7
"sebastian","arkansas",127304,40680,136705,20,120
"sedgwick","colorado",2383,36797,636,0,0
"sedgwick","kansas",503889,49451,963398,48,614
"seminole","florida",430838,58908,727111,29,420
"seminole","georgia",8947,29639,6135,0,5
"seminole","oklahoma",25450,33799,6080,1,21
"seneca","new york",35305,47266,20478,0,16
"seneca","ohio",56018,41761,111255,3,84
"sequatchie","tennessee",14423,33536,5752,0,7
"sequoyah","oklahoma",41398,38292,11324,4,17
"sevier","arkansas",17177,35289,9565,1,22
"sevier","tennessee",92512,42569,98482,6,94
"sevier","utah",20784,44731,20081,1,4
"seward","kansas",23547,44550,11546,0,10
"seward","nebraska",16935,59088,23403,1,5
"shackelford","texas",3356,44647,1657,2,6
"shannon","missouri",8318,31748,270,0,1
"shannon","south dakota",14059,25228,2164,2,9
"sharkey","mississippi",4799,29451,262,0,0
"sharp","arkansas",17054,29590,16323,0,40
"shasta","california",178586,44058,130187,41,139
"shawano","wisconsin",41607,45587,35532,2,46
"shawnee","kansas",178991,47701,204597,27,175
"sheboygan","wisconsin",115009,52993,80527,8,81
"shelby","alabama",200941,68883,373793,7,194
"shelby","illinois",22196,44689,9169,0,22
"shelby","indiana",44471,52156,36214,3,31
"shelby","iowa",12069,46257,5990,0,12
"shelby","kentucky",43614,56417,21641,3,17
"shelby","missouri",6234,35124,636,0,0
"shelby","ohio",49167,50527,37488,3,45
"shelby","tennessee",940764,46102,1838186,53,956
"shelby","texas",26019,34164,8926,0,11
"shenandoah","virginia",42583,50535,30552,4,55
"sherburne","minnesota",89455,71819,60532,8,50
"sheridan","kansas",2538,46821,1019,0,4
"sheridan","montana",3580,42148,3313,0,3
"sheridan","nebraska",5319,34588,2567,0,3
"sheridan","north dakota",1266,38235,381,0,1
"sheridan","wyoming",29596,51667,39916,3,19
"sherman","kansas",6113,43012,4018,4,7
"sherman","nebraska",3108,41250,2556,0,2
"sherman","oregon",1732,46453,1554,1,0
"sherman","texas",3073,49135,1659,0,1
"shiawassee","michigan",69232,47552,50954,4,49
"shoshone","idaho",12702,37934,7071,1,10
"sibley","minnesota",15123,52482,6002,1,10
"sierra","california",3086,50308,5439,1,0
"sierra","new mexico",11895,28373,4338,0,6
"silver bow","montana",34403,40030,7339,14,8
"simpson","kentucky",17538,41493,8022,2,19
"simpson","mississippi",27374,36606,2644,2,7
"sioux","iowa",34268,53922,34112,1,41
"sioux","nebraska",1315,42386,2168,0,3
"sioux","north dakota",4347,32802,889,1,1
"siskiyou","california",44154,37865,39753,17,18
"skagit","washington",118222,55555,72689,27,43
"skamania","washington",11187,52884,23703,1,16
"slope","north dakota",758,55625,317,0,0
"smith","kansas",3765,42569,1401,0,2
"smith","mississippi",16345,36795,6334,0,10
"smith","tennessee",19102,43580,6919,2,5
"smith","texas",214821,46615,158327,9,147
"smyth","virginia",31718,34533,16819,8,16
"snohomish","washington",733036,67777,727169,134,420
"snyder","pennsylvania",39672,46184,26908,0,30
"socorro","new mexico",17603,34148,134651,1,4
"solano","california",420757,69914,243301,29,239
"somerset","maine",51910,37875,28896,8,49
"somerset","maryland",26253,41420,14773,3,17
"somerset","new jersey",327707,98842,3147287,13,210
"somerset","pennsylvania",76957,41102,28150,7,54
"somervell","texas",8598,48401,9702,5,23
"sonoma","california",491829,64343,788673,75,249
"southampton","virginia",18409,46733,3011,4,0
"spalding","georgia",63865,41163,39444,3,88
"spartanburg","south carolina",288745,43563,408117,9,287
"spencer","indiana",20837,54348,35101,0,19
"spencer","kentucky",17416,61921,12204,1,15
"spink","south dakota",6611,47983,1910,0,4
"spokane","washington",475735,49257,880171,73,421
"spotsylvania","virginia",125684,78299,149661,6,95
"st bernard","louisiana",41635,40450,21804,1,28
"st charles","louisiana",52681,60207,28171,3,38
"st charles","missouri",368666,71458,763519,2,407
"st clair","alabama",85237,49200,68710,4,229
"st clair","illinois",268858,50109,213371,17,231
"st clair","michigan",160644,48869,62705,3,77
"st clair","missouri",9474,32553,5110,1,5
"st croix","wisconsin",85242,68513,66451,6,74
"st francis","arkansas",27858,26360,7674,0,8
"st francois","missouri",65917,37630,28976,7,46
"st helena","louisiana",11071,29632,15720,0,12
"st james","louisiana",21722,52887,17063,1,12
"st john the baptist","louisiana",44758,49671,32478,0,62
"st johns","florida",202188,64153,157253,7,153
"st joseph","indiana",266344,45183,586632,34,321
"st joseph","michigan",60796,44433,32729,7,41
"st landry","louisiana",83662,34350,32099,5,90
"st lawrence","new york",112232,43390,274470,8,77
"st louis","minnesota",200319,45399,231790,10,107
"st louis","missouri",1000438,58630,10124310,30,685
"st louis city","missouri",318172,34402,2281025,0,826
"st lucie","florida",283866,44947,166315,9,225
"st martin","louisiana",52726,40358,13590,1,38
"st mary","louisiana",53697,40171,24413,1,35
"st marys","maryland",108987,82529,140901,2,53
"st tammany","louisiana",239453,61442,248738,27,214
"stafford","kansas",4358,42006,573,0,0
"stafford","virginia",134352,94658,1052840,5,84
"stanislaus","california",521726,50671,386642,81,455
"stanley","south dakota",2969,55679,31,0,0
"stanly","north carolina",60576,43424,30342,2,39
"stanton","kansas",2175,49152,1019,0,1
"stanton","nebraska",6089,49236,1787,1,4
"stark","illinois",5946,49693,2798,0,4
"stark","north dakota",26771,54269,25558,3,29
"stark","ohio",374868,45347,403865,26,322
"starke","indiana",23213,38961,14358,1,18
"starr","texas",61615,25598,9836,2,10
"ste genevieve","missouri",17740,48110,10402,0,4
"stearns","minnesota",151606,53035,208785,5,111
"steele","minnesota",36322,57290,110642,1,47
"steele","north dakota",1989,49485,1657,0,3
"stephens","georgia",25891,37502,16949,2,29
"stephens","oklahoma",44779,45030,30296,5,45
"stephens","texas",9464,37400,2686,0,3
"stephenson","illinois",46959,43410,41579,5,39
"sterling","texas",1191,41944,134,0,1
"steuben","indiana",34124,48502,28233,5,22
"steuben","new york",99063,44967,222043,4,75
"stevens","kansas",5756,56019,3446,0,10
"stevens","minnesota",9663,47712,15666,1,11
"stevens","washington",43538,44354,22536,10,12
"stewart","georgia",6042,30417,1027,0,7
"stewart","tennessee",13297,42771,2551,2,6
"stillwater","montana",9195,56652,5490,3,3
"stoddard","missouri",29795,34839,20355,2,32
"stokes","north carolina",46783,43099,20720,3,17
"stone","arkansas",12663,31364,5367,0,2
"stone","mississippi",18028,43731,1790,0,6
"stone","missouri",31568,41069,9663,6,8
"stonewall","texas",1475,47083,907,1,2
"storey","nevada",3935,59386,9947,0,13
"story","iowa",91140,49733,237810,11,61
"strafford","new hampshire",124119,59082,134660,13,86
"stutsman","north dakota",20934,46317,17003,0,10
"sublette","wyoming",10368,79250,11164,1,4
"suffolk","massachusetts",744426,51638,2458388,46,608
"suffolk","new york",1499273,87187,2127248,68,1351
"suffolk","virginia",85181,65351,66281,6,82
"sullivan","indiana",21188,47640,6923,0,5
"sullivan","missouri",6546,33193,2609,0,3
"sullivan","new hampshire",43074,51678,31804,3,51
"sullivan","new york",76793,48303,49798,8,60
"sullivan","pennsylvania",6461,38732,1176,0,3
"sullivan","tennessee",156786,40572,358941,31,124
"sully","south dakota",1427,51429,78309,0,15
"summers","west virginia",13737,32194,2817,0,13
"summit","colorado",28044,67915,19337,2,20
"summit","ohio",540811,48790,1253450,26,566
"summit","utah",38003,84752,69502,1,17
"sumner","kansas",23674,48060,24448,1,11
"sumner","tennessee",166123,55211,109323,17,123
"sumter","alabama",13427,21964,6417,0,10
"sumter","florida",101620,44817,46639,4,45
"sumter","georgia",31554,34416,25583,2,26
"sumter","south carolina",108052,40542,65127,6,158
"sunflower","mississippi",28431,27042,7324,0,11
"surry","north carolina",73561,36788,49335,2,66
"surry","virginia",6844,53505,1803,1,1
"susquehanna","pennsylvania",42696,46392,31895,6,36
"sussex","delaware",203390,53215,122853,14,149
"sussex","new jersey",147442,84860,191022,6,131
"sussex","virginia",11972,40088,4518,0,2
"sutter","california",95022,50010,45527,9,56
"sutton","texas",3950,55122,1753,1,3
"suwannee","florida",43656,37775,28214,0,62
"swain","north carolina",14141,40719,14746,0,31
"sweet grass","montana",3605,41913,1790,1,5
"sweetwater","wyoming",45267,72096,86716,3,61
"swift","minnesota",9594,43846,4457,0,7
"swisher","texas",7891,38988,3829,0,7
"switzerland","indiana",10424,43628,1113,0,3
"talbot","georgia",6517,33404,8562,1,15
"talbot","maryland",38098,63399,50526,3,30
"taliaferro","georgia",1680,24125,127,0,0
"talladega","alabama",81762,36609,73588,1,71
"tallahatchie","mississippi",15111,27092,2867,0,6
"tallapoosa","alabama",41168,39423,17900,1,24
"tama","iowa",17536,48836,6282,0,4
"taney","missouri",52956,40120,41291,8,84
"tangipahoa","louisiana",123441,40214,165752,7,121
"taos","new mexico",32779,36205,13419,8,5
"tarrant","texas",1880153,56178,2415561,141,1842
"tate","mississippi",28490,41839,8123,0,22
"tattnall","georgia",25384,33863,8539,2,33
"taylor","florida",22744,38005,7855,2,15
"taylor","georgia",8420,27479,6633,1,24
"taylor","iowa",6208,41554,3377,0,6
"taylor","kentucky",24691,35054,38473,1,47
"taylor","texas",133473,43065,168371,34,121
"taylor","west virginia",16991,39142,4444,0,6
"taylor","wisconsin",20486,45054,8182,0,11
"tazewell","illinois",135949,54617,101621,2,99
"tazewell","virginia",44268,36436,26426,2,20
"tehama","california",63406,38753,35065,8,32
"telfair","georgia",16349,23777,1020,0,11
"teller","colorado",23389,57931,14301,6,19
"tensas","louisiana",4954,28090,1904,0,3
"terrebonne","louisiana",111893,48166,78508,1,109
"terrell","georgia",9045,30953,1529,0,3
"terrell","texas",917,41417,383,0,2
"terry","texas",12613,35485,12012,0,5
"teton","idaho",10052,52444,5743,0,3
"teton","montana",6053,40811,2862,0,3
"teton","wyoming",21675,73627,33461,2,8
"texas","missouri",25810,33128,12355,8,14
"texas","oklahoma",21498,46631,12781,1,16
"thayer","nebraska",5134,43198,2424,0,4
"thomas","georgia",44724,34419,22472,2,29
"thomas","kansas",7941,45125,21738,3,10
"thomas","nebraska",676,51375,0,1,0
"throckmorton","texas",1601,40380,540,0,1
"thurston","nebraska",7020,39568,1792,1,8
"thurston","washington",258332,63129,905851,44,179
"tift","georgia",41064,37414,38252,0,57
"tillamook","oregon",25287,41400,12117,1,13
"tillman","oklahoma",7822,31437,427,0,4
"tioga","new york",50478,53789,22058,4,37
"tioga","pennsylvania",42577,42027,84167,1,30
"tippah","mississippi",22025,35769,10941,0,10
"tippecanoe","indiana",177513,43485,422287,29,132
"tipton","indiana",15695,53543,4141,0,9
"tipton","tennessee",61705,50869,23856,4,52
"tishomingo","mississippi",19591,30734,4634,1,8
"titus","texas",32663,39886,16326,1,30
"todd","kentucky",12651,39417,4020,1,2
"todd","minnesota",24509,44202,13527,0,9
"todd","south dakota",9942,27431,1693,2,0
"tolland","connecticut",151539,80333,172021,10,87
"tom green","texas",113281,43465,82022,11,93
"tompkins","new york",102554,49789,413788,14,84
"tooele","utah",59870,63228,56983,0,20
"toole","montana",5220,44688,1661,0,0
"toombs","georgia",27315,32462,19369,1,24
"torrance","new mexico",16021,32435,4766,1,1
"towner","north dakota",2318,47703,1023,0,1
"towns","georgia",10495,39309,6949,1,3
"traill","north dakota",8072,48341,4854,0,2
"transylvania","north carolina",32849,41103,35597,4,32
"traverse","minnesota",3451,44773,1019,1,0
"travis","texas",1095584,55452,6695342,121,837
"treasure","montana",736,38571,510,0,0
"trego","kansas",2986,42009,2086,0,4
"trempealeau","wisconsin",29297,47437,10218,0,18
"treutlen","georgia",6769,31848,2042,0,4
"trigg","kentucky",14447,43331,9720,0,13
"trimble","kentucky",8787,52224,2771,2,3
"trinity","california",13526,37672,23239,6,4
"trinity","texas",14309,38138,6247,0,19
"tripp","south dakota",5485,40609,5378,0,20
"troup","georgia",68468,41961,76962,3,49
"trousdale","tennessee",7795,44163,1433,1,0
"trumbull","ohio",207406,42441,78514,14,102
"tucker","west virginia",6995,36502,7659,0,12
"tulare","california",451977,43550,218476,52,225
"tulsa","oklahoma",613816,47005,1331403,64,732
"tunica","mississippi",10475,30470,2633,0,6
"tuolumne","california",54008,47359,61471,29,53
"turner","georgia",8410,29851,8052,2,43
"turner","south dakota",8308,50143,1957,0,6
"tuscaloosa","alabama",198596,43538,179420,8,130
"tuscarawas","ohio",92392,42846,62794,1,75
"tuscola","michigan",54662,43315,31595,10,53
"twiggs","georgia",8447,27715,70520,1,11
"twin falls","idaho",78595,43146,52909,2,75
"tyler","texas",21458,35847,4495,2,7
"tyler","west virginia",9037,36563,3453,2,3
"tyrrell","north carolina",4338,34071,127,0,0
"uinta","wyoming",21025,59851,29050,6,14
"uintah","utah",34524,62450,34865,0,26
"ulster","new york",181791,58808,212927,21,184
"umatilla","oregon",76820,45911,41744,12,54
"unicoi","tennessee",18235,35265,8777,0,8
"union","arkansas",40867,37794,14534,9,33
"union","florida",15212,45645,7288,1,8
"union","georgia",21451,43146,9585,6,12
"union","illinois",17647,40696,10599,0,14
"union","indiana",7362,43912,2549,0,1
"union","iowa",12594,41782,8318,0,12
"union","kentucky",14850,38651,3912,0,12
"union","louisiana",22419,37426,7658,2,8
"union","mississippi",27414,36661,13274,0,22
"union","new jersey",543976,68688,1117749,33,511
"union","new mexico",4431,42230,3703,0,10
"union","north carolina",208520,64813,212312,3,205
"union","ohio",52715,68279,37686,1,52
"union","oregon",25759,40974,34234,0,21
"union","pennsylvania",44952,46269,90180,5,28
"union","south carolina",28252,33679,13962,0,16
"union","south dakota",14855,63773,9360,0,7
"union","tennessee",19127,31535,7030,1,2
"upshur","texas",39995,46734,30866,0,33
"upshur","west virginia",24477,37689,16640,1,23
"upson","georgia",26630,34068,16904,0,15
"upton","texas",3283,52455,255,1,0
"utah","utah",540504,59338,2074111,28,208
"uvalde","texas",26752,34456,11963,1,16
"val verde","texas",48705,38747,22892,6,36
"valencia","new mexico",76631,41388,36827,4,22
"valley","idaho",9545,52675,16868,0,30
"valley","montana",7505,44641,3822,1,9
"valley","nebraska",4229,42897,1782,0,2
"van buren","arkansas",17030,32906,10094,1,15
"van buren","iowa",7449,40640,1272,1,3
"van buren","michigan",75454,44428,33361,7,30
"van buren","tennessee",5628,31155,1148,0,1
"van wert","ohio",28744,45111,17655,1,33
"van zandt","texas",52427,42359,28740,8,13
"vance","north carolina",45132,34084,17777,1,21
"vanderburgh","indiana",180858,43334,338944,17,221
"venango","pennsylvania",54272,40986,115098,6,29
"ventura","california",835981,76728,1158439,96,473
"vermilion","illinois",80727,40463,41022,3,54
"vermilion","louisiana",58723,43349,28113,2,43
"vermillion","indiana",16040,43856,6374,2,7
"vernon","louisiana",53869,45292,57841,0,55
"vernon","missouri",20748,37312,15357,0,13
"vernon","wisconsin",30260,44058,19502,1,16
"victoria","texas",89269,49676,41138,4,73
"vigo","indiana",108428,39534,207654,23,109
"vilas","wisconsin",21338,41195,12720,2,7
"vinton","ohio",13239,34399,7568,1,11
"virginia beach","virginia",447021,65910,481341,0,448
"volusia","florida",496950,44169,523215,54,307
"wabash","illinois",11727,47426,4018,0,2
"wabash","indiana",32361,44242,17656,6,16
"wabasha","minnesota",21476,52346,12898,1,6
"wabaunsee","kansas",7039,53292,2243,0,3
"wadena","minnesota",13767,35307,14109,0,21
"wagoner","oklahoma",75030,56819,24808,0,64
"wahkiakum","washington",3993,41149,2560,1,2
"wake","north carolina",952151,65289,19286199,67,907
"wakulla","florida",30818,54151,14644,3,17
"waldo","maine",38820,41728,20643,4,27
"walker","alabama",66221,37161,34176,4,57
"walker","georgia",68094,39578,39855,2,60
"walker","texas",68408,36885,99222,7,29
"walla walla","washington",59404,46793,90453,5,62
"wallace","kansas",1517,46128,764,0,1
"waller","texas",44357,50609,86180,1,8
"wallowa","oregon",6821,39556,4972,1,3
"walsh","north dakota",11046,46453,6892,0,5
"walthall","mississippi",15100,34045,4009,2,1
"walton","florida",57582,46926,44380,2,53
"walton","georgia",84575,51347,67288,8,107
"walworth","south dakota",5459,40879,382,0,1
"walworth","wisconsin",102851,55237,168582,8,89
"wapello","iowa",35366,40269,23963,0,23
"ward","north dakota",64798,51081,61841,9,66
"ward","texas",10879,41939,5419,0,6
"ware","georgia",35821,35431,23031,5,27
"warren","georgia",5578,33330,1464,0,0
"warren","illinois",17731,42773,10462,0,16
"warren","indiana",8342,49615,2181,0,3
"warren","iowa",46891,63292,17973,0,16
"warren","kentucky",117110,43018,163871,19,126
"warren","mississippi",48084,40469,52307,0,47
"warren","missouri",32753,50182,18647,0,39
"warren","new jersey",107653,72615,88201,7,60
"warren","new york",65538,53877,60579,5,60
"warren","north carolina",20576,34495,5096,1,8
"warren","ohio",217241,71961,191246,16,161
"warren","pennsylvania",41146,42167,27673,3,16
"warren","tennessee",39839,35575,27447,1,43
"warren","virginia",38070,61379,14768,7,13
"warrick","indiana",60463,63446,25678,5,43
"wasatch","utah",25273,64651,31613,0,3
"wasco","oregon",25487,43742,21421,4,26
"waseca","minnesota",19237,52357,19856,0,14
"washakie","wyoming",8464,50177,6927,2,9
"washburn","wisconsin",15826,41135,9334,1,9
"washington","alabama",17109,40286,8399,0,12
"washington","arkansas",211411,41474,224707,22,249
"washington","colorado",4766,43945,3714,1,4
"washington","district of columbia",632323,61835,10759507,1,780
"washington","florida",24892,37036,13699,1,34
"washington","georgia",20879,31784,9577,3,10
"washington","idaho",10099,37878,7886,1,2
"washington","illinois",14598,53036,5392,1,6
"washington","indiana",27921,39879,11807,2,23
"washington","iowa",21914,51875,11789,1,11
"washington","kansas",5758,40469,1785,0,3
"washington","kentucky",11833,42516,4353,0,1
"washington","louisiana",46670,30554,17542,3,19
"washington","maine",32462,35272,22549,2,28
"washington","maryland",149180,53180,130320,24,134
"washington","minnesota",244088,79571,633482,7,83
"washington","mississippi",49750,28591,23982,1,33
"washington","missouri",25095,35148,9716,2,12
"washington","nebraska",20252,64737,19195,2,17
"washington","new york",62934,50117,35140,10,34
"washington","north carolina",12736,34219,1909,2,2
"washington","ohio",61475,43185,41814,7,46
"washington","oklahoma",51633,47144,539622,5,35
"washington","oregon",547672,63814,1331562,78,274
"washington","pennsylvania",208716,51965,174241,18,148
"washington","rhode island",125946,72163,344371,8,133
"washington","tennessee",125094,42104,230416,4,126
"washington","texas",34093,45320,33378,2,30
"washington","utah",144809,50307,194629,4,56
"washington","vermont",59465,57163,251934,8,57
"washington","virginia",55190,41526,47020,8,54
"washington","wisconsin",132661,66476,94417,13,87
"washita","oklahoma",11622,44331,10113,0,3
"washoe","nevada",429908,55813,593532,74,366
"washtenaw","michigan",350946,59737,17042864,28,227
"watauga","north carolina",51871,34497,92237,1,48
"watonwan","minnesota",11187,49307,3706,1,4
"waukesha","wisconsin",392292,75845,767516,38,317
"waupaca","wisconsin",52131,48604,37931,4,49
"waushara","wisconsin",24461,43544,13295,8,17
"wayne","georgia",30305,39470,14833,1,20
"wayne","illinois",16574,40654,9885,1,14
"wayne","indiana",68346,40427,112264,0,52
"wayne","iowa",6344,36365,2571,0,6
"wayne","kentucky",20824,26309,8537,0,27
"wayne","michigan",1792365,41886,27898691,75,1294
"wayne","mississippi",20661,31388,3574,0,9
"wayne","missouri",13402,29331,3122,4,11
"wayne","nebraska",9554,46418,5947,2,6
"wayne","new york",92962,54380,56385,5,60
"wayne","north carolina",124246,41751,62875,2,78
"wayne","ohio",114848,49261,158985,7,71
"wayne","pennsylvania",51955,49020,31975,4,28
"wayne","tennessee",16996,33630,8408,1,8
"wayne","utah",2737,49847,8313,0,0
"wayne","west virginia",41649,36029,25493,4,39
"weakley","tennessee",34793,33932,34704,2,31
"webb","texas",259172,37868,135513,10,111
"weber","utah",236640,54666,649407,22,91
"webster","georgia",2793,29583,766,0,0
"webster","iowa",37273,41695,44719,4,29
"webster","kentucky",13583,42115,6345,0,1
"webster","louisiana",40940,36225,15807,4,33
"webster","mississippi",10039,36392,4481,1,6
"webster","missouri",36351,41764,10855,3,21
"webster","nebraska",3725,38538,6007,1,5
"webster","west virginia",9043,25990,1528,0,3
"weld","colorado",263691,55825,240994,22,171
"wells","indiana",27652,48154,32237,4,12
"wells","north dakota",4271,42035,3704,0,0
"west baton rouge","louisiana",24106,49929,15266,1,23
"west carroll","louisiana",11512,30446,2442,0,1
"west feliciana","louisiana",15405,50685,15582,0,10
"westchester","new york",961670,80725,2466376,43,746
"westmoreland","pennsylvania",363395,48979,1019442,29,346
"westmoreland","virginia",17524,52258,6661,0,11
"weston","wyoming",7082,55156,5615,0,3
"wetzel","west virginia",16422,37673,6042,0,12
"wexford","michigan",32608,42209,17798,3,26
"wharton","texas",41285,43689,18313,1,19
"whatcom","washington",205262,51389,48220,14,46
"wheatland","montana",2104,32331,509,1,1
"wheeler","georgia",7888,31456,4466,0,11
"wheeler","nebraska",805,39653,254,0,0
"wheeler","oregon",1424,34338,764,0,0
"wheeler","texas",5626,48000,5253,0,0
"white","arkansas",78493,41618,37773,2,56
"white","georgia",27556,39666,25498,3,52
"white","illinois",14568,43639,12233,0,9
"white","indiana",24426,47752,17590,8,22
"white","tennessee",26082,34642,18642,2,25
"white pine","nevada",10042,49812,7518,0,1
"whiteside","illinois",57846,46444,44156,1,37
"whitfield","georgia",103359,42379,48663,6,84
"whitley","indiana",33342,51666,30583,0,37
"whitley","kentucky",35499,29280,31637,2,43
"whitman","washington",46606,35409,111716,4,24
"wibaux","montana",1057,43417,0,0,0
"wichita","kansas",2256,50324,1402,0,0
"wichita","texas",131559,44786,97434,15,105
"wicomico","maryland",100647,51739,156839,7,92
"wilbarger","texas",13258,40050,6076,3,8
"wilcox","alabama",11431,23750,3572,0,5
"wilcox","georgia",9068,31712,2039,0,1
"wilkes","georgia",10076,28989,7540,0,6
"wilkes","north carolina",69306,33464,22646,5,43
"wilkin","minnesota",6585,51957,5487,1,4
"wilkinson","georgia",9577,37500,6000,1,13
"wilkinson","mississippi",9432,33732,659,0,0
"will","illinois",682518,76453,548044,91,501
"willacy","texas",22058,22894,6648,0,11
"williams","north dakota",26697,62082,28421,0,42
"williams","ohio",37513,44604,19810,2,25
"williamsburg","south carolina",33620,24530,12732,6,54
"williamson","illinois",66674,41319,63339,3,72
"williamson","tennessee",192911,89063,179008,18,147
"williamson","texas",456232,71346,878223,38,209
"wilson","kansas",9105,40069,3733,0,4
"wilson","north carolina",81867,38760,67888,7,77
"wilson","tennessee",118961,61400,131384,6,85
"wilson","texas",44370,62689,45886,4,12
"windham","connecticut",117599,60063,77627,11,81
"windham","vermont",43985,48953,65317,7,28
"windsor","vermont",56211,53129,44213,5,45
"winkler","texas",7330,44573,1155,1,0
"winn","louisiana",15000,30938,7951,0,8
"winnebago","illinois",292069,47597,215417,87,246
"winnebago","iowa",10600,46395,9045,1,27
"winnebago","wisconsin",168794,51596,175874,14,125
"winneshiek","iowa",21061,52042,23414,0,6
"winona","minnesota",51629,44848,107842,0,36
"winston","alabama",24108,32557,8305,2,11
"winston","mississippi",19029,33007,4899,1,5
"wirt","west virginia",5847,37482,509,1,1
"wise","texas",60432,57511,36637,3,40
"wise","virginia",40918,34717,85652,8,20
"wolfe","kentucky",7164,21968,1783,0,10
"wood","ohio",128200,53610,160300,13,110
"wood","texas",42022,41260,26502,0,35
"wood","west virginia",86701,42257,44427,14,67
"wood","wisconsin",74424,47182,56168,4,69
"woodbury","iowa",102323,45844,89130,14,104
"woodford","illinois",38971,66198,31003,6,26
"woodford","kentucky",25077,55124,36849,2,15
"woodruff","arkansas",7100,27047,808,2,0
"woods","oklahoma",8832,47255,6267,1,1
"woodson","kansas",3278,31779,382,0,0
"woodward","oklahoma",20548,51087,17292,7,18
"worcester","maryland",51578,57474,31888,1,36
"worcester","massachusetts",806163,65772,1534253,72,826
"worth","georgia",21741,38336,8177,1,11
"worth","iowa",7519,50540,4723,1,2
"worth","missouri",2079,39671,2294,0,0
"wright","iowa",12991,43105,9376,0,6
"wright","minnesota",127336,69674,979641,10,76
"wright","missouri",18629,29212,6023,3,5
"wyandot","ohio",22607,47958,21733,0,17
"wyandotte","kansas",159129,39812,207083,15,120
"wyoming","new york",41892,51312,25341,1,28
"wyoming","pennsylvania",28125,48063,17214,2,35
"wyoming","west virginia",23273,36641,11696,0,23
"wythe","virginia",29251,40920,13135,1,9
"yadkin","north carolina",38084,40375,18512,0,23
"yakima","washington",246977,44419,143757,68,146
"yalobusha","mississippi",12401,33076,5890,0,4
"yamhill","oregon",100255,53819,66286,21,52
"yancey","north carolina",17630,38950,15013,6,21
"yankton","south dakota",22603,51680,15802,0,15
"yates","new york",25344,48125,20435,5,17
"yavapai","arizona",212637,44084,110720,87,149
"yazoo","mississippi",28195,27979,7218,3,10
"yell","arkansas",21932,37477,10454,3,22
"yellow medicine","minnesota",10158,50740,8964,2,8
"yellowstone","montana",151882,50185,202227,12,163
"yoakum","texas",8075,48173,4978,0,6
"yolo","california",204118,57920,562510,31,105
"york","maine",199005,56552,282880,26,166
"york","nebraska",13746,48655,9243,1,8
"york","pennsylvania",437846,58586,309981,29,324
"york","south carolina",234635,53536,246927,21,175
"york","virginia",66146,83747,53802,0,49
"young","texas",18339,39898,18429,0,13
"yuba","california",72926,46617,36543,4,24
"yuma","arizona",200022,41441,99991,53,85
"yuma","colorado",10119,44991,7662,1,9
"zapata","texas",14290,26009,3833,0,4
"zavala","texas",11961,23952,545,1,0
"ziebach","south dakota",2869,27917,1277,0,1
